Texto,Etiquetado
@ucv_peru esto es Fábrica de Sueños?,Negativo
Felicidades UCV ????,Positivo
"Ya era hora , felicidades !",Positivo
??????,Positivo
??????,Positivo
@gladys_ayala1709 finalmente amiga...????????,Positivo
Excelente noticias ?? que sigan los exitos ??????,Positivo
Quiero sentirme orgullosa de mi casa de estudios ?? toda mi vida,Positivo
Me gusto el logo....con rostro humano¡,Positivo
#ucvmoyobamba,Neutro
??,Positivo
"Arriba @ucv_peru  bravo. Me siento orgulloso de pertenecer a esta casa de estudios, a por más.",Positivo
Podría indicarnos cuáles son ?,Positivo
Wuuuuuuuuuuuuuu????????????,Positivo
Orgullosa de ser vallejiana??,Positivo
??????????????,Positivo
Muchas felicidades ????,Positivo
???????? LA UCV ES LA UCV xd ?????,Positivo
Muy contenta de ser vallejiana????,Positivo
??,Positivo
??????,Positivo
@dianaramirezaguilar ??,Positivo
ORGULLOSA de ser parte de una GRAN UNIVERSIDAD?,Positivo
Ucv ????,Positivo
??,Positivo
????????,Positivo
@soledad.ferrer.370 ??,Positivo
"??????Feliz de ser parte de esta casa de estudios, muchas felicidades a todos los directivos, maestros, trabajadores y alumnos. El licenciamiento es gracias a todos. Bendiciones",Positivo
Por fin ??,Positivo
????????,Positivo
@juneth_espejo ??,Positivo
Me encuentro muy feliz por apostar mis estudios en la UCV y  que a pesar de las críticas que llovían de mala fe al fin salió oficialmente el otorgamiento de parte de la SUNEDU el licenciamiento institucional a la UCV ??determina si las universidades cumplen con las Condiciones Básicas de Calidad (CBC) para poder operar.,Positivo
Aplauso de Pie. Orgullosos de pertenecer a está gran familia Vallejiana??????,Positivo
??????????????,Positivo
Siiiiiiiiiiiiii????????????????,Positivo
"Mérito a una buena gestión, ????????",Positivo
FELICIDADES ??????????,Positivo
"Felicidades!!! A todos, que este merecido reconocimiento nos motive a seguir trabajando con mucha más fuerza aún. A dar lo mejor de nosotros cada día, porque la mejor manera de celebrar es siendo los mejores en todo lo que hacemos siempre!!!",Positivo
Si se pudoooooo señores ??????,Positivo
Al fin ??,Positivo
@carolinetorressanchez @willian_khriz @danesto19,Neutro
??????????????,Positivo
??????,Positivo
Y era hora ??,Positivo
Feliz y orgullosa de mi Universidad,Positivo
FELICITACIONES... ASEGUIR CRECIENDOOO...,Positivo
??????????,Positivo
??,Positivo
??????????,Positivo
??????,Positivo
"Bravo UCV, la competencia sufre al ver que estás dentro de las mejores ??????",Positivo
??,Positivo
Pabellón B los muebles y la biblioteca ..??????,Positivo
Biblioteca??,Positivo
Pabellón E y piso 12??,Positivo
"Sede piura necesita arreglos, el camino para el pabellón de medicina esta dañado.",Negativo
el 12vo piso..jajajaja !! Èse era el point !!?????,Positivo
@nicolle_quezada18 espero con ansias ese momento ??,Positivo
@nicolle_quezada18 mega si??,Positivo
@nicolle_quezada18 las extraño ??????,Positivo
@pameee_61824  @encalada_monica @michelle.celi_ @alexandravalladolidparedes @romina5661  Somos??,Neutro
La biblioteca,Positivo
"Los muebles, la rueda que es la mesita que está en la foto, el parque que esta en la entrada y las escaleras de interiores ??, se pasaba muy bonito ahí con los amigos ?? UCV????",Positivo
@jeinerdantevasquez mira pinkysini esta vacan la Ucv ??,Positivo
Ponga esas mesas en el campus de Trujillo.... Extraño el pabellón C y las áreas verdes,Negativo
"Cambien los sillones por unos nuevos , todos los resortes se siente",Negativo
Imposible hasta diciembre la pandemia es peligrosa,Neutro
@nancyyzaguirre :(,Neutro
@marlonruiz_mel :c,Neutro
Espero ya hayan arreglado el exágono para sentarse,Negativo
Espero ya hayan arreglado el exágono para sentarse,Negativo
?? extraño la U,Positivo
Ya quiero estar ahí de nuevo ??,Positivo
"@brendapaolaev siii, extraño mucho la u????",Positivo
@niki.ar5 @rox1840  la cafetería ??,Positivo
Deberían poner en la filial piura también,Negativo
Cafetin y pabellón C??,Positivo
@ingrid_uwu_ uwu ??????,Positivo
Los sillones para mimir un ratito xd @joseph_19_03,Positivo
La biblioteca,Positivo
Pabellon B los sillones grandes para reunirnos con la cupula.,Positivo
El pabellón E??,Positivo
Los jueguitos de mesa y basket ??,Positivo
??,Neutro
Pongan esa mesita en la sede Ate por favor,Negativo
Ya los areglaron? ????,Positivo
"Extraño los sillones del primer piso y los bancos frente al magnus, Lima Norte ??????????",Positivo
El cafetin xd,Positivo
Pongan algo en Piura hace un calor atroz y demasiada tierra,Negativo
@sthefanypau ???? justo este ciclo ??????,Positivo
@cyachasc  @jmartinezc02  detrás de la biblioteca ??,Neutro
Pongan más cojines pues:( luego de una amanecida son buenazos para dormir,Negativo
????,Positivo
@ahiezerjulca  ese lugar siempre fue especial. ??,Positivo
"Extraño la sala de serigrafia, el expresarte y mi pabellon B ??",Positivo
El ascensor y el comedor.,Positivo
PISO 13!,Positivo
??????,Positivo
La biblioteca ????,Positivo
La escalera de emergencia khooo??,Positivo
@belenramos0411 a tragar y cagarnos de risa ??,Positivo
@fernandogonzalesbenites jajajaja oe tal cual,Neutro
@fernandogonzalesbenites cuando íbamos a la mesita en el break :(,Positivo
Laboratorios ??,Positivo
@marypancorbo  los sillones para dormir??,Positivo
Las bancas rojas??,Positivo
@bettyelizabethgarci  @f.narvaez_vasquez_  @balvinhuamani ????,Neutro
Solo en Lima pasa eso porque en Piura es casi nulo lo que se destaca ?????,Negativo
@cat_peve ¡Hola! ¿En qué campus estudiaste?,Positivo
@ucv_peru Lima Norte,Neutro
@cat_peve ¡Hola! Te invitamos a contactar al teléfono que hemos puesto a tu disposición para cualquier consulta: 997462337 o al correo kchunqueo@ucv.edu.pe ¡Saludos! ;-),Neutro
"Yo solo quiero mi título que por su culpa estoy perdiendo oportunidades de trabajo a quien le interesa el lugar favorito, se pasan en serio estoy esperando demasiado tiempo",Negativo
La biblioteca ??,Positivo
@alebazan2021 ay shi baby!! ????,Positivo
@josemarialtc la explanadaaa ??????,Positivo
"Ojalá en UCV Piura coloquen algo parecido, así como el término del ascensor",Negativo
@b_sudestada lloremos...,Positivo
Extraño la Ucv como quiero que vuelva hacer como antes ????,Positivo
El techo de la u ????,Positivo
La biblioteca :(,Positivo
@alvaro_giovanni21 ??????,Positivo
@karla_r.llamosa  amor????,Positivo
@luci_mirror ???? ?,Positivo
"El pabellón B, donde estaban los sillones y las mesas, el espacio donde estaban las mesitas de madera y la pileta de agua y las plantas, así también la sala de simulación de audiencias ?????? y el comedor. Extraño mucho ir a estudiar a la UCV ??",Positivo
????,Positivo
"Pongan eso en sede chimbote, nos queda chico el.campus",Negativo
La explanada ...@ucvtrujilloperu,Neutro
El piso 12 la biblioteca y los sillones ??,Positivo
"Hace 3 años que egresé, veo que ha cambiado mucho y para mejor. Momentos inolvidables de mi querida alma Mater !!!",Positivo
El pabellón b??,Positivo
@laderaroman Siii ?? ;^; extraño como cuando todos tratamos de llegar rápido para conseguir los cojines ????,Positivo
@cielodelac pabellón A y B ??????,Positivo
Frutix de hecho!!!??,Positivo
La señora del caldito en la filial #callao @fg_callao,Neutro
?? yo también los extraños !!,Positivo
@jheral_z_s jajajajaja el que estaba roto también):,Neutro
@gabriela__roman  te acuerdas ?,Positivo
Alfin lo arreglaron,Negativo
@mace135 ?????? como extraño esos momentos,Positivo
La explanada @manuelespinozareyes ??,Positivo
La pileta del pabellón E donde nos reuníamos en el break con los amigos o las salidas ??????,Positivo
??,Neutro
Mi espacio favorito eran los muebles que estan cerca al asensor,Positivo
Que hermoso????????,Positivo
"Estaría muy bueno que lo implementen en lima, lo hagan también en todas las sedes????",Negativo
@nayeliamaro.24 cuando noa sentabamos a comer????te extraño!!,Positivo
Espero que cuando vuelva a la u hayan arreglado esas  3 casitas con mesas y asientos de madera porfis,Negativo
"Aquí en la UCV conocí al amor de mi vida @enriqueandree hace más de 5 años. ?? Hoy es nuestro último año de la carrera de Derecho, hubiera sido lindo terminarla presencialmente en la U.",Positivo
Sede Piura cuando? ??,Negativo
"Consulta, para los que egresados el año pasado porque han omitido varios de los requisitos como bachiller? Qué suceden con los demás requisitos que solicitaron y pagamos?",Negativo
"Sus caminos, su vibra boni???",Positivo
@gilalozano en la de Sede de Piura también ):,Negativo
Pongan esas mesitas en sede trujillooo plsss ??????,Positivo
El pabellón C ??,Positivo
Al pastoo????,Positivo
El pabellón B y las áreas verdes ??,Positivo
"@fiorellajimenez24 el suelo, mi fiel compañero",Neutro
@jumiec  pabellón B por siempre “en el suelo”??,Neutro
??,Positivo
En Trujillo también debería de haber un lugar con mesas y sillas donde poder ir a estudiar,Negativo
@blessthisprofile ???????? BEIBEEE CON TODOOOO,Positivo
"@blessthisprofile obvioo compa ;""v",Positivo
@musicdraw2993 @dayiifaller._.05 @paranoiac.zzz @fernandojsg09 ?? nos vemos el próximo año.,Neutro
jajajaja solo tres mesas para los miles de estudiantes que estan en la sede lima norte,Negativo
Sería bueno que también lo implementarian en @ucv_piura ??,Negativo
"En la sede Piura, que es un campus enorme, deberían ambiertalo de esa manera",Negativo
El tambo ??,Neutro
Lo q extraño es el pabellon A y B  y los laboratorios y la sala de ping pong y el basquet ?? caray  ya quiero regresar y estar con los amigos de la facultad ????????,Positivo
El pabellón E,Neutro
pabellon B ??,Positivo
Supongo que el año que viene estaría disponible las clases normales,Neutro
Pongan esas mesitas en todas las sedes plsss ????,Positivo
El Piso 12 ??,Positivo
Los laboratorios... aprendi mucho alli m.m0??????????,Positivo
@renato_suarez exacto ??,Positivo
En los sillones y esperemos que lo hayan limpiado,Negativo
"Sería genial que en la UCV Trujillo hubieran espacios naturales, solo tenemos una explanada donde ir a estudiar y es césped sintético...",Negativo
En el piso 12 lo era todo ??????,Positivo
El 7mo piso,Positivo
@nayeli_rs.21  @vale_ysortiz  los laboratorios de enfermería????,Positivo
?? Mi último año,Neutro
@samanttha.16 esos tiempos bb ??????????,Positivo
"Ese espacio era lindooo, recuerdas @rox_jac ??",Positivo
@bianca.027 claro que sii??,Positivo
@carmenrhe15 al octavo piso,Neutro
??????????,Positivo
Tiempos aquellos,Positivo
Esperamos volver pronto ??????,Positivo
Pronto????,Positivo
@brenddayparraguirre extrañamos* ??,Positivo
@isabelsernaque yo sé que tú extrañas ??,Positivo
https://www.facebook.com/groups/1064379427320356/permalink/1064392643985701/,Neutro
Asuuuuu q tiempos ??????,Positivo
Extraño mi universidad :(,Positivo
????Los extraño??,Positivo
??,Neutro
??????,Neutro
??,Positivo
??????????,Neutro
????,Positivo
Si,Positivo
:(,Neutro
@naydelynguevara alaa :( extrañoo tantoo eso,Positivo
@naydelynguevara se extraña ??,Positivo
@aida.cano680 @janinapaola25 las mañanaaaaaas,Neutro
@medalic_01.hg sin wbds tmr ??,Neutro
@heidy_sagitario12 @yerson_zavaletadj ????,Neutro
Precioso??,Positivo
??,Neutro
??,Neutro
Que hermosa mi Vallejo,Positivo
Mi Vallejo queridoo,Positivo
???,Positivo
????,Positivo
Demasiado??????,Positivo
Tienen una sede en ESTADOS UNIDOS es cierto ??,Positivo
Que bello??,Positivo
Nos encontramos el 2021- II @ucv_peru,Positivo
????????,Positivo
Como los extraño ????,Positivo
"Este 2021 con todo a clases presenciales, a la m... La plandemia del bicho.",Positivo
??????,Positivo
??????????????,Positivo
Hermoso atardecer ??,Positivo
"Y las clases comenzaran en formato semipresencial, para el uso urgente de laboratorios en carreras que lo necesitan?",Positivo
Todo lo que nos perdemos los recién ingresantes ??,Neutro
F por lo cachimbos ????,Neutro
Las clases volverán el próximo año ?,Positivo
Ohhhh Campus Chiclayo ??,Positivo
Como se extraña estos eventos donde podíamos conocernos con las demás escuelas. ??,Positivo
"Claro que si ???? ay como extraño eso, las olimpiadas los congresos, los concursos como extraño todo eso ????",Positivo
??,Neutro
????????,Neutro
Tmrrr????????,Positivo
:c,Neutro
Si ??,Positivo
Porque me ponen esto ??,Positivo
????,Neutro
Cómo se extraña todo ??,Positivo
Siiii; ganamos ??,Positivo
Y civil?,Positivo
Turismo voley mixto ??,Neutro
La UCV haciendo publicidad al morado??,Neutro
Cuando se abre la carrera de derecho? O una maestria en administracion empresarial?,Positivo
??,Neutro
??????????????,Positivo
@aracelyfiestas.14 yo quiero que seamos bailarinas,Positivo
@jashira.zena nos perdemos de mucho ):,Negativo
@keykobenita_aa ahí con la @gabriela_rodriguezv8  y la hacemos jajajaj,Neutro
@aracelyfiestas.14 JAJAJAJJA si somos ??,Positivo
@aracelyfiestas.14 siiiiiiii quierooooo??,Positivo
"@gabriela_rodriguezv8 , @jashira.zena , @keykobenita_aa  nosotras en un 2025 jajajajajaj ):",Positivo
@josechaparro.z en paseos vergonzoso xd,Positivo
@ashly.rosales_16 recuerdas quién nos obligó a que formemos parte de la barra de sistemas? xd,Positivo
"@karlacortesmenacho se extraña demasiado, sobre todo el convivir con nuestros amigos ??",Positivo
@yefer_mf  recuerdas ??,Positivo
@andreadpontte,Neutro
F por nosotros @kathvvv24 @erika_castrejon26  @denisseelisabethcorreaalvarado  lo que nos perdimos,Positivo
@abarrantessl te acuerdas ??,Positivo
@jheanfrancogalindo ????????,Positivo
"@luis_danieloficial, estamos seguros que con esfuerzo y dedicación cumplirás tus objetivos. ??",Positivo
Estamos empezando ??????????????,Positivo
"@tania.huerta16, ¡Lo lograrás! ??????",Positivo
Sí ya empezamos??????,Positivo
"Me conmovieron las fotos, muy bello ??",Positivo
@kbeatriz14 pongan fecha @kiaramatost pisada habla!!,Neutro
@crhistinasantos24 jajjjaa quien habla de pisada xd,Neutro
@crhistinasantos24  dile a los pisad@s,Neutro
@miguelportuguezgarcia esperamos colega ??,Neutro
@kbeatriz14 Maru para cuando la reu ????,Negativo
@miguelportuguezgarcia que dirán @kiaramatost @crhistinasantos24  x.x,Neutro
"Ya recorrí el camino y llegué a la meta, solo espero mi ceremonia de graduación ????",Negativo
Yo ando esperando mi graduación ??,Negativo
@maluu1810 x2,Neutro
"Tendremos ceremonia , los que ya nos graduados????????",Positivo
Con mucho entusiasmo empezando el 1er Ciclo ?????,Positivo
A dos 2 ciclos??,Positivo
??,Neutro
??,Neutro
?? ya me veo ????????,Positivo
??,Neutro
Muy Bello,Positivo
"Siiiii ,???? postgrado tambiennnnn ??",Positivo
Si sé puede????,Positivo
Estoy esperando mi graduación ????????,Positivo
Falta poco ??,Neutro
@yaninasullca lo que dijo mi compañera x3,Neutro
@yaninasullca x4,Neutro
@yaninasullca x5,Neutro
@yaninasullca lo que dijo mi compañera x2,Neutro
@yaninasullca lo que dijo mi compañera x3,Neutro
"Soy egresada del 2019 y el covid cancelo mi graduación, yo he pagado todo mi ceremonia pero me imagino que nos avisarán porque si deseo mi ceremonia de graduación, gracias! @robminayac @alondrazoey @ggc.2211 @jcotrinatapia",Positivo
@laura18vasquez ??,Neutro
"@yomira618 , @renzoherreraa muy pronto ??",Positivo
@luis_rivera.t será muy bonito??emoción a mil?,Positivo
@marshya08 mira lo bonito que va a ser ?,Positivo
@yari_h.v ????????,Positivo
@yulissapastor06 ????,Positivo
@francesscaao TENGO MUCHA FÉ Y ESPERANZA QUE ASI SERA????,Positivo
@antonellalb24 ya nos tocará para la maestría ??,Positivo
@fatimasichezm con todo!!!??,Positivo
@ysa_ostolaza este año??,Positivo
"@ricardo.vela19 te amo, ojalá y sí ????",Positivo
@licet.yesenia  amor si puede??,Positivo
@abelltorres @gleyssy_dayana  jajajaja ????????????????????,Positivo
????,Positivo
@gerardo_escobar1401 ????,Positivo
"@karim_rodriguez_218  claro que sí amigaaaaa , juntasssss??",Positivo
@dayanah.alcantara este año amiga...???,Positivo
@estefanypizango05 ??,Positivo
@okashi.19 ??,Positivo
@grec.iajimenez02 si manita ????,Positivo
@edita6769 manaa nosotra podemos <3,Positivo
???? El reto ya empezó bendiciones vallejianos  el mejor equipo que  complementara nuestros conocimientos  estáran presente en todo el proceso. #Cuando las cosas se hacen bien el éxito llega solo ????@ucv_peru .,Positivo
